Region,District,Township,n_cell,n_core_cell,n_edges_perimeter,n_edges_internal,area,core_area,perimeter,perim_area_ratio,shape_index,frac_dim_index,core_area_index
Ayeyarwady,Myoungmya,Myaungmya,311.8446637,271.4495614,47.99317739,1199.385478,311.8446637,271.4495614,47.99317739,2.893322051,1.278524899,NA,0.014937704
Ayeyarwady,Myoungmya,Wakema,666.5819421,641.1270869,28.72640545,2637.601363,666.5819421,641.1270869,28.72640545,3.027760627,1.182521369,NA,0.009096228
Ayeyarwady,Pharpon,Bogale,175.0218038,141.7008929,43.15023292,656.9369824,175.0218038,141.7008929,43.15023292,3.032248171,1.269995291,NA,0.00466504
Ayeyarwady,Pharpon,Dedaye,565.4589938,543.4255686,26.38800827,2235.447967,565.4589938,543.4255686,26.38800827,3.094085811,1.199955383,NA,0.004326685
Ayeyarwady,Pharpon,Kyaiklat,287.3905429,265.9708114,25.29091263,1124.271259,287.3905429,265.9708114,25.29091263,3.052727884,1.191690951,NA,0.00472846
Ayeyarwady,Pharpon,Pyapon,332.7196721,305.754918,31.93360656,1298.945082,332.7196721,305.754918,31.93360656,3.106307856,1.190218177,NA,0.003216684
Bago,Pegu,Bago (Pegu),519.8375969,437.8715635,97.50153911,1981.848848,519.8375969,437.8715635,97.50153911,2.816783717,1.297635692,NA,0.020320236
Bago,Pegu,Daik-U,378.8480135,340.4845309,46.38174134,1469.010313,378.8480135,340.4845309,46.38174134,3.011706135,1.219923343,NA,0.008371629
Bago,Pegu,Kawa,1127.195494,1082.212061,50.10337972,4458.678595,1127.195494,1082.212061,50.10337972,2.93523596,1.216126043,NA,0.011799266
Bago,Pegu,Kyauktaga,1157.527828,1092.927692,75.75136861,4554.359945,1157.527828,1092.927692,75.75136861,2.964566617,1.236553922,NA,0.009660005
Bago,Pegu,Nyaungiebin,461.3566989,434.3366713,31.37983425,1814.046961,461.3566989,434.3366713,31.37983425,2.999676488,1.209452846,NA,0.010081322
Bago,Pegu,Shwegyin,1331.33428,1229.937816,120.427399,5204.909722,1331.33428,1229.937816,120.427399,2.951310978,1.262021586,NA,0.011086274
Bago,Pegu,Thanatpin,815.8355868,788.6646836,30.55164954,3232.790698,815.8355868,788.6646836,30.55164954,3.029101676,1.171997432,NA,0.007243878
Bago,Pegu,Waw,1169.893055,1138.769514,35.68162262,4643.890596,1169.893055,1138.769514,35.68162262,3.031613651,1.199731131,NA,0.013535958
Bago,Pyay,Padaung,353.6505665,277.9242366,90.66583445,1323.936432,353.6505665,277.9242366,90.66583445,2.895370211,1.271958009,NA,0.009796726
Bago,Pyay,Paukkaung,218.0688883,162.8642537,66.25931112,806.0162419,218.0688883,162.8642537,66.25931112,2.922948673,1.276260481,NA,0.008859702
Bago,Pyay,Paungde,471.6766257,450.8418278,23.92091388,1862.785589,471.6766257,450.8418278,23.92091388,3.132559018,1.164201763,NA,0.002916434
Bago,Pyay,Prome,453.2081922,431.9618109,24.53279951,1788.299969,453.2081922,431.9618109,24.53279951,3.174921993,1.139179795,NA,0.00318272
Bago,Pyay,Shwedaung,253.6648199,224.4435826,35.28162512,979.3776547,253.6648199,224.4435826,35.28162512,2.994312341,1.237783878,NA,0.00612285
Bago,Pyay,Thegon,224.7806745,189.2529399,42.79609496,856.3266031,224.7806745,189.2529399,42.79609496,3.093653114,1.190479197,NA,0.003629038
Bago,Taungoo,Kyaukki,1251.444628,1170.717355,95.5292562,4910.249256,1251.444628,1170.717355,95.5292562,2.930019671,1.25634397,NA,0.012804595
Bago,Taungoo,Oktwin,1911.426896,1807.943706,122.3815481,7523.326036,1911.426896,1807.943706,122.3815481,2.92206787,1.270130186,NA,0.013518468
Bago,Taungoo,Pyu,1692.556441,1623.292607,80.41168659,6689.814077,1692.556441,1623.292607,80.41168659,3.047989874,1.186168078,NA,0.006242741
Bago,Taungoo,Tantabin,547.4677778,491.6916667,67.13777778,2122.733333,547.4677778,491.6916667,67.13777778,2.99994293,1.22936396,NA,0.008165601
Bago,Taungoo,Thoungoo,716.8252076,633.5524803,98.72642112,2768.574409,716.8252076,633.5524803,98.72642112,2.836917248,1.29708816,NA,0.016727117
Bago,Taungoo,Yedashe,875.6242679,753.318448,145.2225476,3357.274524,875.6242679,753.318448,145.2225476,2.934692948,1.26482372,NA,0.011430513
Bago,Thayarwady,Gyobingauk,669.3154599,625.1855186,51.58747554,2625.674364,669.3154599,625.1855186,51.58747554,3.106686106,1.171219637,NA,0.004779857
Bago,Thayarwady,Letpatan,896.5180812,805.9166052,107.5881919,3478.484133,896.5180812,805.9166052,107.5881919,2.902747442,1.269861104,NA,0.013158245
Bago,Thayarwady,Minhla,554.7622271,505.9656456,59.08546285,2159.963446,554.7622271,505.9656456,59.08546285,2.969235782,1.259370137,NA,0.010383755
Bago,Thayarwady,Monyo,667.1630996,626.4922509,48.37933579,2620.273063,667.1630996,626.4922509,48.37933579,2.892155094,1.330642843,NA,0.015066366
Bago,Thayarwady,Nattalin,423.5513308,336.2086781,107.4081861,1586.797137,423.5513308,336.2086781,107.4081861,2.972972436,1.276913587,NA,0.006373768
Bago,Thayarwady,Okpo,483.5710368,430.1492046,65.33187054,1868.952276,483.5710368,430.1492046,65.33187054,3.012917347,1.21626832,NA,0.007741122
Bago,Thayarwady,Tharrawaddy,408.9735702,380.5918544,33.24436742,1602.649913,408.9735702,380.5918544,33.24436742,2.985414785,1.236108327,NA,0.011075162
Bago,Thayarwady,Zigon,464.9126853,440.247117,28.67655135,1830.97419,464.9126853,440.247117,28.67655135,2.975020311,1.216273169,NA,0.006456704
Kayah,Bawlake,Bawlakhe,1299.515716,1120.041909,212.4703143,4985.592549,1299.515716,1120.041909,212.4703143,2.948168721,1.291019925,NA,0.013218549
Kayah,Bawlake,Pasawng,1724.016065,1510.930665,249.0603157,6647.003946,1724.016065,1510.930665,249.0603157,2.957447518,1.308996855,NA,0.014561035
Kayah,Loikaw,Dimawhso,409.8278243,305.7767782,121.78159,1517.529707,409.8278243,305.7767782,121.78159,2.749845621,1.308320548,NA,0.02686102
Kayah,Loikaw,Hsataw,2058.28693,1700.261392,414.4026039,7818.745118,2058.28693,1700.261392,414.4026039,2.929017658,1.307456276,NA,0.015807599
Kayah,Loikaw,Loi-Kaw,338.655411,228.7726266,129.9028508,1224.718793,338.655411,228.7726266,129.9028508,2.72575096,1.354152618,NA,0.025524558
Kayah,Loikaw,Phruhso,1300.915381,1092.83684,241.7484806,4961.913043,1300.915381,1092.83684,241.7484806,2.768420637,1.318362391,NA,0.033963813
Kayin,Hpa-an,Kawkareik,616.3652233,499.4284743,133.7288597,2331.732034,616.3652233,499.4284743,133.7288597,2.645198963,1.317841771,NA,0.032325975
Kayin,Hpa-an,Kya-In Seikkyi,1565.332814,1333.695146,266.3506912,5994.980563,1565.332814,1333.695146,266.3506912,2.764410864,1.275286348,NA,0.023364965
Kayin,Kawkareik,Hlaingbwe,711.4698913,567.6504543,166.0065918,2679.872973,711.4698913,567.6504543,166.0065918,2.706058538,1.320598283,NA,0.027313812
Kayin,Kawkareik,Pa-An,372.169161,293.2003023,92.83129252,1395.845351,372.169161,293.2003023,92.83129252,2.764399062,1.304171033,NA,0.024984071
Kayin,Kawkareik,Papun,5427.671854,5001.774566,481.5091152,21229.1783,5427.671854,5001.774566,481.5091152,2.849577652,1.307831019,NA,0.018880788
Kayin,Kawkareik,Thandaung,27859.72523,26661.88288,1352.225225,110086.6757,27859.72523,26661.88288,1352.225225,2.954736824,1.70298974,NA,0.018472446
Kayin,Myawady,Myawadi,973.8468577,831.1186119,168.6484807,3726.73895,973.8468577,831.1186119,168.6484807,2.844943208,1.288201948,NA,0.01452212
Magway,Thayetmyo,Kama,33684.96552,33473.17241,213.1034483,134526.7586,33684.96552,33473.17241,213.1034483,3.260473831,1.144105489,NA,0.0342683
Magway,Thayetmyo,Mindon,856.1101865,780.5672884,90.54175036,3333.898996,856.1101865,780.5672884,90.54175036,2.90781084,1.299082594,NA,0.011706862
Magway,Thayetmyo,Minhla,362.6424637,338.4992489,27.81572359,1422.754131,362.6424637,338.4992489,27.81572359,3.010848559,1.215443169,NA,0.005993425
Magway,Thayetmyo,Myayde (Aunglan),321.5520974,234.1123139,104.0952639,1182.113126,321.5520974,234.1123139,104.0952639,2.922781733,1.272459428,NA,0.012193538
Magway,Thayetmyo,Sinbaungwe (Tantabin),279.5541424,220.5801095,70.42536654,1047.791203,279.5541424,220.5801095,70.42536654,2.945861883,1.255491641,NA,0.008268812
Magway,Thayetmyo,Thayet,336.7069007,244.0262465,108.9479059,1237.879697,336.7069007,244.0262465,108.9479059,2.780111971,1.334997258,NA,0.018840963
Mandalay,Yamethin,Lewe,294.8104805,251.1139365,51.44900253,1127.792919,294.8104805,251.1139365,51.44900253,2.879733665,1.260008253,NA,0.010524776
Mandalay,Yamethin,Pyinmana,217.4158971,180.7286764,43.84400755,825.819581,217.4158971,180.7286764,43.84400755,2.940545122,1.248152661,NA,0.008003386
Mon,Mawlamyine,Chaungzon,481.0091502,444.1515417,43.59839559,1880.438205,481.0091502,444.1515417,43.59839559,2.907128462,1.26351605,NA,0.010644774
Mon,Mawlamyine,Kyaikmaraw,154.459286,121.5223678,39.96222323,577.8749209,154.459286,121.5223678,39.96222323,2.911591201,1.280360355,NA,0.009247053
Mon,Mawlamyine,Moulmein,458.8717546,377.5414805,96.16278227,1739.324236,458.8717546,377.5414805,96.16278227,2.901379034,1.279165748,NA,0.011409403
Mon,Mawlamyine,Mudon,634.0223828,543.2781107,106.9569968,2429.132534,634.0223828,543.2781107,106.9569968,3.028678185,1.243713746,NA,0.008754454
Mon,Mawlamyine,Thanbyuzayat,440.5239631,340.943318,117.9917051,1644.104147,440.5239631,340.943318,117.9917051,2.925635485,1.324417383,NA,0.012011877
Mon,Mawlamyine,Ye,449.9399752,386.6417079,76.48391089,1723.27599,449.9399752,386.6417079,76.48391089,2.846201652,1.324292462,NA,0.014420207
Mon,Thaton,Bilin,296.9387054,232.2097754,77.21690885,1110.537913,296.9387054,232.2097754,77.21690885,2.788587934,1.275088087,NA,0.018679431
Mon,Thaton,Kyaikto,223.338843,191.9139118,37.92837466,855.4269972,223.338843,191.9139118,37.92837466,2.986403802,1.233703332,NA,0.007699987
Mon,Thaton,Paung,327.7162162,250.8449771,92.64864865,1218.216216,327.7162162,250.8449771,92.64864865,2.79435436,1.301624171,NA,0.017943574
Mon,Thaton,Thaton,614.4469256,460.9197411,183.0245955,2274.763107,614.4469256,460.9197411,183.0245955,2.881580767,1.270301918,NA,0.018711627
Naypyitaw,Naypyitaw,Pyinmana,2635.683673,2263.931573,426.5834334,10116.15126,2635.683673,2263.931573,426.5834334,2.826523389,1.33537673,NA,0.026227581
Rakhine,Kyaunkpyu,Kyaukpyu,1449.081625,1302.149962,167.2968869,5629.029613,1449.081625,1302.149962,167.2968869,2.821511199,1.28729371,NA,0.027182979
Rakhine,Kyaunkpyu,Man Aung,654.3567522,517.7850231,161.9360538,2455.490955,654.3567522,517.7850231,161.9360538,2.83711738,1.325039939,NA,0.02245321
Rakhine,Kyaunkpyu,Ramree,824.3981092,727.2321429,114.855042,3182.737395,824.3981092,727.2321429,114.855042,2.899347828,1.264524706,NA,0.017662504
Rakhine,Thandwe,Arakan (Sandoway),575.6499215,478.1666293,115.7555506,2186.844135,575.6499215,478.1666293,115.7555506,2.863436331,1.278640871,NA,0.017249551
Rakhine,Thandwe,Gwa,267.0078563,248.4882155,20.77890011,1047.252525,267.0078563,248.4882155,20.77890011,3.138046788,1.14403284,NA,0.002540675
Rakhine,Thandwe,Taungup,1233.142517,1050.861713,215.2310947,4717.338974,1233.142517,1050.861713,215.2310947,2.869928873,1.376926181,NA,0.027589548
Shan,Taunggye,Pekhon,219.9240111,151.2698607,81.24679666,798.4492479,219.9240111,151.2698607,81.24679666,2.84720039,1.330394326,NA,0.028680325
Tanintharyi,Dawei,Launglon,296.8943001,228.6803752,80.76695527,1106.810245,296.8943001,228.6803752,80.76695527,2.932799112,1.301387685,NA,0.015642432
Tanintharyi,Dawei,Tavoy,273.3827819,193.4983991,94.87442191,998.6567058,273.3827819,193.4983991,94.87442191,2.932008212,1.32753994,NA,0.02624358
Tanintharyi,Dawei,Thayetchaung,285.7669418,207.5197654,94.63900956,1048.428758,285.7669418,207.5197654,94.63900956,2.793054142,1.363930061,NA,0.038566455
Tanintharyi,Dawei,Yebyu,1444.677551,1187.379592,305.9020408,5472.808163,1444.677551,1187.379592,305.9020408,2.907587981,1.500899365,NA,0.030212604
Tanintharyi,Kawthoung,Bokpyin,4460.990558,4154.218884,345.9450644,17498.01717,4460.990558,4154.218884,345.9450644,2.97808041,1.293491809,NA,0.024984876
Tanintharyi,Kawthoung,Kawthaung,3695.33223,3478.991396,246.209133,14535.11979,3695.33223,3478.991396,246.209133,2.931052466,1.286176331,NA,0.024572833
Tanintharyi,Mergui,Mergui,1776.414476,1629.654948,171.3169867,6934.340916,1776.414476,1629.654948,171.3169867,2.987579134,1.307404232,NA,0.023074044
Tanintharyi,Mergui,Palaw,704.8351159,498.8565062,236.1033868,2583.237077,704.8351159,498.8565062,236.1033868,2.818663001,1.360128178,NA,0.024582433
Tanintharyi,Mergui,Tenasserim,778.8996188,519.6149936,302.2782719,2813.320203,778.8996188,519.6149936,302.2782719,2.913881831,1.326389686,NA,0.017119371
Yangon,Yangon-E,Yangon (Rangoon),3703.978179,3272.322799,504.2558315,14311.65688,3703.978179,3272.322799,504.2558315,3.00067986,1.330002948,NA,0.015902069
Yangon,Yangon-N,Hlegu,2358.496169,2112.1341,291.4214559,9142.563218,2358.496169,2112.1341,291.4214559,2.965730442,1.304080436,NA,0.011764601
Yangon,Yangon-N,Hmawbi,232.4259664,144.0051058,105.7753465,823.9285193,232.4259664,144.0051058,105.7753465,2.781615707,1.343631973,NA,0.020322783
Yangon,Yangon-N,Htantabin,564.3848453,412.7204641,175.7559775,2081.783404,564.3848453,412.7204641,175.7559775,2.666340848,1.361548638,NA,0.033087273
Yangon,Yangon-N,Taikkyi,530.1100877,404.1307018,147.6372807,1972.80307,530.1100877,404.1307018,147.6372807,2.632680739,1.37661449,NA,0.03452032
Yangon,Yangon-S,Insein,556.7142857,348.3418367,244.3979592,1982.459184,556.7142857,348.3418367,244.3979592,2.656168224,1.59851871,NA,0.050536766
Yangon,Yangon-S,Kawkhmu,1383.596389,1239.53873,167.7006407,5366.684916,1383.596389,1239.53873,167.7006407,2.728660252,1.359174428,NA,0.037290864
Yangon,Yangon-S,Kayan,5049.172235,4719.714797,383.3206046,19813.36834,5049.172235,4719.714797,383.3206046,2.923555423,1.286557438,NA,0.014348904
Yangon,Yangon-S,Kungyangon,2831.474474,2521.112112,362.3323323,10963.56557,2831.474474,2521.112112,362.3323323,2.79965514,1.341099683,NA,0.025926395
Yangon,Yangon-S,Kyauktan,1707.380621,1408.873995,348.7881816,6480.734304,1707.380621,1408.873995,348.7881816,2.801525626,1.262352692,NA,0.021330879
Yangon,Yangon-S,Syriam,7645.560331,7195.566546,517.9772139,30064.26411,7645.560331,7195.566546,517.9772139,2.622391533,1.321901546,NA,0.089043519
Yangon,Yangon-S,Thongwa,4439.117593,4125.408387,364.3345488,17392.13582,4439.117593,4125.408387,364.3345488,2.710362147,1.300402866,NA,0.057940021
Yangon,Yangon-W,Yangon (Rangoon),2383.118154,2090.723846,335.0726154,9197.4,2383.118154,2090.723846,335.0726154,2.565180912,1.387235613,NA,0.077483692
Magway,Magwe Minbu,Magwe,33605.49367,33468.39241,137.7721519,134284.2025,33605.49367,33468.39241,137.7721519,3.337870708,1.064732971,NA,0.01260746
Magway,Magwe Minbu,Taungdwingyi,749.3958534,516.5869495,272.1298618,2725.453552,749.3958534,516.5869495,272.1298618,2.801182248,1.301867607,NA,0.020548716
Magway,Minbu,Minbu (Sagu),2940.888923,2636.336894,356.0347879,11407.5209,2940.888923,2636.336894,356.0347879,3.0143519,1.256683951,NA,0.01195262
Magway,Minbu,Ngape,4382.10835,4026.138171,415.2892644,17113.14414,4382.10835,4026.138171,415.2892644,2.961709655,1.281138251,NA,0.012241264
Mandalay,Yamethin,Tatkon,349.5026957,269.3622421,94.06023424,1303.950548,349.5026957,269.3622421,94.06023424,2.729465356,1.313248052,NA,0.025089493
Rakhine,Kyaunkpyu,An,460.1632247,346.856616,132.4844372,1708.168461,460.1632247,346.856616,132.4844372,2.618330943,1.375670172,NA,0.033265859
Rakhine,Sittwe,Myebon,273.137801,189.2323036,99.56142058,992.9897835,273.137801,189.2323036,99.56142058,2.875481558,1.311571633,NA,0.020518613
Rakhine,Sittwe,Pauktaw,739.7975888,671.4234349,81.88028765,2877.310068,739.7975888,671.4234349,81.88028765,2.909181219,1.288836447,NA,0.01162565
Shan,Loilen,Langkho,525.3405679,489.6843914,42.19135468,2059.170917,525.3405679,489.6843914,42.19135468,2.986325624,1.248025165,NA,0.008018914
Shan,Loilen,Mawkmai,325.2015584,240.364329,101.0122944,1199.793939,325.2015584,240.364329,101.0122944,2.930753494,1.276466336,NA,0.013001134
Shan,Loilen,Mong Pan,387.8836787,319.3382317,81.30388838,1470.230826,387.8836787,319.3382317,81.30388838,2.918235016,1.300561652,NA,0.009986252
Shan,Mongsat,Mong Tung,2076.165259,1832.373896,285.5869482,8019.074088,2076.165259,1832.373896,285.5869482,2.85933695,1.366071689,NA,0.025924488
Shan,Taunggye,Hsi Hseng,506.0977727,411.5026204,112.0255486,1912.365542,506.0977727,411.5026204,112.0255486,2.813652312,1.356545132,NA,0.035571538
Shan,Taunggye,Pinlaung,680.1172749,599.4690998,93.95717762,2626.511922,680.1172749,599.4690998,93.95717762,3.066735752,1.257223743,NA,0.016052501
Shan,Taunggye,Yawunghwe,784.4316588,604.0618009,210.0185782,2927.708057,784.4316588,604.0618009,210.0185782,2.835994854,1.303523234,NA,0.020187319
