"","Township","Year","Number.of.Loss.Patches","Avg.Patch.Size","Total.Area.of.Loss.Patches"
"466","Gyobingauk","2007",243,2517.32397921297,611709.726948751
"467","Gyobingauk","2008",456,1796.1761624107,819056.33005928
"468","Gyobingauk","2009",745,2091.10598547586,1557873.95917952
"469","Gyobingauk","2010",725,2213.71317204346,1604942.04973151
"470","Gyobingauk","2011",596,2197.4452774443,1309677.3853568
"471","Gyobingauk","2012",681,1504.08932041397,1024284.82720192
"472","Gyobingauk","2013",1014,1741.05412282778,1765428.88054737
"473","Gyobingauk","2014",1770,2960.64637426884,5240344.08245584
"474","Gyobingauk","2015",360,3333.0650338252,1199903.41217707
"475","Gyobingauk","2016",139,9278.7016297974,1289739.52654184
"476","Gyobingauk","2017",173,8204.40875432279,1419362.71449784
"477","Haka","2001",1385,4569.35068548878,6328550.69940196
"478","Haka","2002",1820,3203.3017909785,5830009.25958087
"479","Haka","2003",1609,3962.8973676553,6376301.86455738
"480","Haka","2004",2798,3678.2881022114,10291850.1099875
"481","Haka","2005",1457,3941.38713855925,5742601.06088083
"482","Haka","2006",2032,3717.90540821247,7554783.78948774
"483","Haka","2007",528,5131.91471400044,2709650.96899223
"484","Haka","2008",1769,5124.65337739042,9065511.82460365
"485","Haka","2009",2462,4854.72812803433,11952340.6512205
"486","Haka","2010",1433,3998.84984568449,5730351.82886587
"487","Haka","2011",1909,4598.49392161141,8778524.89635618
"488","Haka","2012",3299,3363.6528093289,11096690.617976
"489","Haka","2013",2860,4893.84285810258,13996390.5741734
"490","Haka","2014",3918,5901.48660554454,23122024.5205235
"491","Haka","2015",2460,8813.23122460632,21680548.8125316
"492","Haka","2016",4112,11133.7828348864,45782115.0170527
"493","Haka","2017",2184,11388.2363697524,24871908.2315393
"494","Henzada","2001",12,2949.84770091197,35398.1724109436
"495","Henzada","2002",7,1370.86540233664,9596.05781635647
"496","Henzada","2003",8,1383.20651819649,11065.6521455719
"497","Henzada","2004",12,1106.52808519533,13278.3370223439
"498","Henzada","2005",7,1369.67366561524,9587.71565930665
"499","Henzada","2006",14,948.637290686716,13280.922069614
"500","Henzada","2007",24,1782.36917952131,42776.8603085115
"501","Henzada","2008",20,1291.16649395717,25823.3298791433
"502","Henzada","2009",18,1353.07767660653,24355.3981789175
"503","Henzada","2010",16,1106.73068439421,17707.6909503074
"504","Henzada","2011",27,1530.02954404025,41310.7976890867
"505","Henzada","2012",90,1123.32767011472,101099.490310325
"506","Henzada","2013",170,1063.58204171786,180808.947092036
"507","Henzada","2014",79,2259.94493096273,178535.649546056
"508","Henzada","2015",8,1844.23462963072,14753.8770370458
"509","Henzada","2016",5,3835.77418760257,19178.8709380128
"510","Henzada","2017",4,3135.79521274368,12543.1808509747
"511","Hlaingbwe","2001",3509,1994.45432485771,6998540.2259257
"512","Hlaingbwe","2002",3190,2581.75154916065,8235787.44182247
"513","Hlaingbwe","2003",4288,2749.4693678656,11789724.6494077
"514","Hlaingbwe","2004",6898,2898.50985509835,19993920.9804684
"515","Hlaingbwe","2005",3656,2574.42443323769,9412095.72791701
"516","Hlaingbwe","2006",6726,3522.6969874777,23693659.937775
"517","Hlaingbwe","2007",7281,4146.82759638278,30193051.729263
"518","Hlaingbwe","2008",3857,4159.72972834163,16044077.5622137
"519","Hlaingbwe","2009",9485,4449.71960518766,42205590.4552049
"520","Hlaingbwe","2010",10194,4482.66504537966,45696287.4726003
"521","Hlaingbwe","2011",4706,5349.27226173403,25173675.2637203
"522","Hlaingbwe","2012",14630,5239.75971744159,76657684.6661705
"523","Hlaingbwe","2013",19098,6189.37948999461,118204769.499917
"524","Hlaingbwe","2014",18702,6127.07865488389,114588625.003639
"525","Hlaingbwe","2015",7905,12949.8119542484,102368263.498333
"526","Hlaingbwe","2016",9035,14534.6613629882,131320665.414598
"527","Hlaingbwe","2017",8126,13280.7050037122,107919008.860166
"528","Hlegu","2001",562,1703.67733273535,957466.660997267
"529","Hlegu","2002",1068,2071.32151574439,2212171.37881501
"530","Hlegu","2003",594,2223.79382654272,1320933.53296637
"531","Hlegu","2004",4197,2177.36112542783,9138384.6434206
"532","Hlegu","2005",1198,1845.00258204726,2210313.09329262
"533","Hlegu","2006",1239,3552.3321332149,4401339.51305327
"534","Hlegu","2007",1267,2734.63492442234,3464782.44924311
"535","Hlegu","2008",1108,3962.52480990838,4390477.48937849
"536","Hlegu","2009",2091,2977.59033954137,6226141.39998099
"537","Hlegu","2010",1526,5612.94545774592,8565354.76852028
"538","Hlegu","2011",4084,4653.26191567019,19003921.6635971
"539","Hlegu","2012",5934,4761.60002394236,28255334.542074
"540","Hlegu","2013",3090,3890.20872326707,12020744.9548953
"541","Hlegu","2014",2801,10113.2983748533,28327348.7479641
"542","Hlegu","2015",1244,12651.149105593,15738029.4873577
"543","Hlegu","2016",778,13370.3557846113,10402136.8004276
"544","Hlegu","2017",1262,9096.61150441991,11479923.7185779
"545","Hmawbi","2001",471,1861.99011158618,876997.342557093
"546","Hmawbi","2002",319,1394.34569725704,444796.277424995
"547","Hmawbi","2003",320,1965.01367421711,628804.375749477
"548","Hmawbi","2004",1566,1670.68479821192,2616292.39399987
"549","Hmawbi","2005",763,2031.3120083077,1549891.06233878
"550","Hmawbi","2006",521,2329.97566396662,1213917.32092661
"551","Hmawbi","2007",673,1927.39151382025,1297134.48880103
"552","Hmawbi","2008",487,1753.72170784519,854062.471720605
"553","Hmawbi","2009",826,1780.59225328874,1470769.2012165
"554","Hmawbi","2010",710,1807.08655608926,1283031.45482337
"555","Hmawbi","2011",1751,2360.42991827159,4133112.78689355
"556","Hmawbi","2012",1739,2542.02429901264,4420580.25598298
"557","Hmawbi","2013",837,3455.38375353705,2892156.20171051
"558","Hmawbi","2014",917,4499.16181117385,4125731.38084642
"559","Hmawbi","2015",383,8861.12084296137,3393809.2828542
"560","Hmawbi","2016",269,10046.8275122528,2702596.600796
"561","Hmawbi","2017",319,14977.4251678785,4777798.62855323
"562","Ho-Pang","2001",1333,2668.81250331728,3557527.06692193
"563","Ho-Pang","2002",3391,3996.24981647456,13551283.1276652
"564","Ho-Pang","2003",2831,3166.1281614929,8963308.8251864
"565","Ho-Pang","2004",2952,3342.22665297111,9866253.0795707
"566","Ho-Pang","2005",1460,3391.4091672243,4951457.38414748
"567","Ho-Pang","2006",2594,4327.02133905597,11224293.3535112
"568","Ho-Pang","2007",3846,4801.44914817013,18466373.4238623
"569","Ho-Pang","2008",1681,4985.00440633467,8379792.40704858
"570","Ho-Pang","2009",4477,5725.47958869582,25632972.1185912
"571","Ho-Pang","2010",4294,4608.57319653009,19789213.3059002
"572","Ho-Pang","2011",1764,4838.64245866773,8535365.29708988
"573","Ho-Pang","2012",6511,6530.46823683132,42519878.6900088
"574","Ho-Pang","2013",5095,13329.678089899,67914709.8680355
"575","Ho-Pang","2014",6179,10730.1966826878,66301885.3023277
"576","Ho-Pang","2015",2624,23106.0270835652,60630215.067275
"577","Ho-Pang","2016",2027,30302.4928134736,61423152.9329111
"578","Ho-Pang","2017",2262,26438.1495811989,59803094.3526718
"579","Ho-Pong","2001",333,2563.72653791406,853720.937125383
"580","Ho-Pong","2002",170,2630.02550965062,447104.336640605
"581","Ho-Pong","2003",804,2722.11948285589,2188584.06421614
"582","Ho-Pong","2004",573,2411.68342003842,1381894.59968201
"583","Ho-Pong","2005",53,1982.69410752666,105082.787698913
"584","Ho-Pong","2006",373,2272.5830176879,847673.465597585
"585","Ho-Pong","2007",426,2138.13464348985,910845.358126676
"586","Ho-Pong","2008",164,1974.51950127308,323821.198208785
"587","Ho-Pong","2009",442,2866.35170368819,1266927.45303018
"588","Ho-Pong","2010",536,2531.88956716614,1357092.80800105
"589","Ho-Pong","2011",316,2460.18267802376,777417.726255508
"590","Ho-Pong","2012",1769,2697.45894448295,4771804.87279034
"591","Ho-Pong","2013",1037,2167.23737097459,2247425.15370065
"592","Ho-Pong","2014",1000,2498.16393446144,2498163.93446143
"593","Ho-Pong","2015",272,2971.99263325861,808381.996246343
"594","Ho-Pong","2016",438,4827.34484302219,2114377.04124372
"595","Ho-Pong","2017",732,5665.01811788117,4146793.26228902
"596","Homalin","2001",5202,3556.85405092226,18502754.7728976
"597","Homalin","2002",4238,4498.58896895727,19065020.0504409
"598","Homalin","2003",7073,4332.01490447416,30640341.4193458
"599","Homalin","2004",5698,4294.84514546303,24472027.6388484
"600","Homalin","2005",6532,4495.86786874505,29367008.9186427
"601","Homalin","2006",5519,4397.28787691875,24268631.7927146
"602","Homalin","2007",12800,4866.13534127431,62286532.3683111
"603","Homalin","2008",8527,5009.76409921751,42718258.4740277
"604","Homalin","2009",10595,6148.1581626066,65139735.7328169
"605","Homalin","2010",10164,5905.44822973452,60022975.8070217
"606","Homalin","2011",8995,5910.97174221623,53169190.8212349
"607","Homalin","2012",21638,4011.27459415219,86795959.6682651
"608","Homalin","2013",16837,3646.44672421394,61395223.4955901
"609","Homalin","2014",19984,4733.06928194631,94585656.5304152
"610","Homalin","2015",9913,7585.84878832331,75198519.038649
"611","Homalin","2016",11139,8693.43697421689,96836194.455802
"612","Homalin","2017",9621,7859.73931631511,75618551.9622677
"613","Hsataw","2001",255,1924.62526928448,490779.443667544
"614","Hsataw","2002",507,2014.37594595438,1021288.60459887
"615","Hsataw","2003",550,2322.10336246421,1277156.84935532
"616","Hsataw","2004",887,2342.51640896637,2077812.05475317
"617","Hsataw","2005",144,2247.58438271525,323652.151110997
"618","Hsataw","2006",1018,3071.55665288238,3126844.67263427
"619","Hsataw","2007",852,3011.9203380207,2566156.12799364
"620","Hsataw","2008",752,2990.1295161265,2248577.39612713
"621","Hsataw","2009",1447,2854.81457595394,4130916.69140535
"622","Hsataw","2010",1228,2696.58064971137,3311401.03784556
"623","Hsataw","2011",897,2778.38743995308,2492213.53363791
"624","Hsataw","2012",3478,2604.66669150344,9059030.75304897
"625","Hsataw","2013",3655,3210.21826933641,11733347.7744246
"626","Hsataw","2014",3101,5857.4621012376,18163989.9759378
"627","Hsataw","2015",2002,7279.056590492,14572671.294165
"628","Hsataw","2016",1224,11822.4933045795,14470731.8048053
"629","Hsataw","2017",1165,11174.8679790622,13018721.1956074
"630","Hsawlaw","2001",1022,3490.75917764964,3567555.87955793
"631","Hsawlaw","2002",2549,2986.34745947551,7612199.67420308
"632","Hsawlaw","2003",849,3798.7548108554,3225142.83441624
"633","Hsawlaw","2004",2676,3565.46246027399,9541177.54369321
"634","Hsawlaw","2005",1351,3663.28177359682,4949093.6761293
"635","Hsawlaw","2006",1920,7172.15834603632,13770544.0243897
"636","Hsawlaw","2007",1209,4024.44300360753,4865551.59136151
"637","Hsawlaw","2008",816,5084.30636101687,4148793.99058976
"638","Hsawlaw","2009",1636,4119.35786027589,6739269.45941135
"639","Hsawlaw","2010",1606,5388.24518242478,8653521.7629742
"640","Hsawlaw","2011",987,3938.08240756403,3886887.3362657
"641","Hsawlaw","2012",2108,3199.23766001348,6743992.98730842
"642","Hsawlaw","2013",3108,4900.60044351291,15231066.1784381
"643","Hsawlaw","2014",1799,4612.71615954021,8298276.37101285
"644","Hsawlaw","2015",1169,7789.95115571453,9106452.90103028
"645","Hsawlaw","2016",1341,9265.36782288295,12424858.250486
"646","Hsawlaw","2017",1360,13214.0910070465,17971163.7695832
"647","Hsenwi","2001",1375,2736.83119127619,3763142.88800476
"648","Hsenwi","2002",1936,2873.99296517301,5564050.38057495
"649","Hsenwi","2003",1930,2972.35423124518,5736643.6663032
"650","Hsenwi","2004",2855,3091.80358383213,8827099.23184072
"651","Hsenwi","2005",1355,3136.14942937076,4249482.47679738
"652","Hsenwi","2006",2953,4130.75260002327,12198112.4278687
"653","Hsenwi","2007",3073,3771.86347916677,11590936.4714795
"654","Hsenwi","2008",1643,4579.79325821137,7524600.32324128
"655","Hsenwi","2009",3537,4308.99994169388,15240932.7937713
"656","Hsenwi","2010",3769,3614.3928125443,13622646.5104795
"657","Hsenwi","2011",1544,3648.7331959248,5633644.0545079
"658","Hsenwi","2012",7299,4430.30992097578,32336832.1132022
"659","Hsenwi","2013",6357,6681.61716246512,42475040.3017907
"660","Hsenwi","2014",7853,6484.22480198407,50920617.3699809
"661","Hsenwi","2015",3351,13729.8429801927,46008703.8266256
"662","Hsenwi","2016",2595,16799.9782569337,43595943.576743
"663","Hsenwi","2017",2599,16025.2328101487,41649580.0735765
"664","Hsi Hseng","2001",408,2019.58427159738,823990.38281173
"665","Hsi Hseng","2002",532,1734.63829539149,922827.573148273
"666","Hsi Hseng","2003",970,2314.98500920308,2245535.45892698
"667","Hsi Hseng","2004",1088,2364.92824239763,2573041.92772862
"668","Hsi Hseng","2005",272,2213.90036476953,602180.899217313
"669","Hsi Hseng","2006",1293,2928.64672970986,3786740.22151485
"670","Hsi Hseng","2007",747,2670.45931117263,1994833.10544595
"671","Hsi Hseng","2008",586,2747.96306715871,1610306.35735501
"672","Hsi Hseng","2009",952,2760.762714489,2628246.10419353
"673","Hsi Hseng","2010",1348,2791.49199030016,3762931.20292462
"674","Hsi Hseng","2011",929,2780.89971328456,2583455.83364136
"675","Hsi Hseng","2012",2916,3555.14180737364,10366793.5103015
"676","Hsi Hseng","2013",1360,2079.85305662934,2828600.15701591
"677","Hsi Hseng","2014",1752,3036.55646374362,5320046.92447882
"678","Hsi Hseng","2015",1139,4257.82443627538,4849662.03291766
"679","Hsi Hseng","2016",1288,6512.41159537408,8387986.13484182
"680","Hsi Hseng","2017",1959,6841.29495870367,13402096.8241005
"681","Hsipaw","2001",3292,2622.52092677405,8633338.89094018
"682","Hsipaw","2002",9642,3162.39599315507,30491822.1660011
"683","Hsipaw","2003",8792,3560.68960415645,31305582.9997435
"684","Hsipaw","2004",11480,3473.6739188492,39877776.5883888
"685","Hsipaw","2005",5182,3266.32364939004,16926089.1511392
"686","Hsipaw","2006",13397,4016.82695992141,53813430.7820672
"687","Hsipaw","2007",10072,3955.86905821227,39843513.154314
"688","Hsipaw","2008",8278,4056.98090233576,33583687.9095354
"689","Hsipaw","2009",19893,5001.6124417066,99497076.3028693
"690","Hsipaw","2010",10913,3757.69406581007,41007715.3401853
"691","Hsipaw","2011",7090,3458.80184237137,24522905.062413
"692","Hsipaw","2012",22114,3686.13270728608,81515138.6889243
"693","Hsipaw","2013",20057,3297.64806357696,66140927.2111631
"694","Hsipaw","2014",24012,3965.05225293919,95208834.6975758
"695","Hsipaw","2015",12398,5848.04202356726,72504025.0081869
"696","Hsipaw","2016",11260,7678.02945485005,86454611.6616116
"697","Hsipaw","2017",11958,7883.73750196177,94273733.0484589
"698","Htantabin","2001",6,987.706912648941,5926.24147589364
"699","Htantabin","2002",3,1481.07750683673,4443.2325205102
"700","Htantabin","2003",3,987.667051882527,2963.00115564758
"701","Htantabin","2004",11,1212.02107325501,13332.2318058051
"702","Htantabin","2005",2,740.869848598182,1481.73969719636
"703","Htantabin","2006",6,1357.71133306133,8146.26799836796
"704","Htantabin","2007",2,1111.01117001882,2222.02234003764
"705","Htantabin","2008",2,1110.97304887632,2221.94609775264
"706","Htantabin","2009",0,0,0
"707","Htantabin","2010",3,987.746986450921,2963.24095935276
"708","Htantabin","2011",5,1184.85600711719,5924.28003558595
"709","Htantabin","2012",5,888.894133887997,4444.47066943998
"710","Htantabin","2013",14,846.489216785405,11850.8490349957
"711","Htantabin","2014",13,1139.53475790642,14813.9518527834
"712","Htantabin","2015",0,0,0
"713","Htantabin","2016",0,0,0
"714","Htantabin","2017",2,2961.89063141549,5923.78126283098
"715","Htilin","2001",419,1586.37267642092,664690.151420368
"716","Htilin","2002",726,2319.8494483141,1684210.69947604
"717","Htilin","2003",1009,1987.7332769334,2005622.8764258
"718","Htilin","2004",1591,2475.86145349823,3939095.57251569
"719","Htilin","2005",636,2302.53370607043,1464411.43706079
"720","Htilin","2006",1302,2976.61174052463,3875548.48616307
"721","Htilin","2007",1780,2527.1608981897,4498346.39877766
"722","Htilin","2008",1574,2690.9283226964,4235521.17992414
"723","Htilin","2009",1113,2909.54601546725,3238324.71521505
"724","Htilin","2010",625,2541.71701833142,1588573.13645714
"725","Htilin","2011",1058,2725.4413835076,2883516.98375105
"726","Htilin","2012",1152,6129.51034804815,7061195.92095147
"727","Htilin","2013",865,6340.78560796871,5484779.55089294
"728","Htilin","2014",1309,4048.97071773523,5300102.66951541
"729","Htilin","2015",642,5763.74666808108,3700325.36090805
"730","Htilin","2016",181,7109.79385612271,1286872.68795821
"731","Htilin","2017",283,7079.46947835517,2003489.86237451
"732","Indaw","2001",1603,2594.11493631161,4158366.24290751
"733","Indaw","2002",1048,2957.24209117434,3099189.71155071
"734","Indaw","2003",1862,2835.93614947354,5280513.11031974
"735","Indaw","2004",1255,3382.04929584069,4244471.86628006
"736","Indaw","2005",2108,3681.28171669133,7760141.85878531
"737","Indaw","2006",1576,4073.05769247456,6419138.92333991
"738","Indaw","2007",2459,4336.05118396785,10662349.8613769
"739","Indaw","2008",2653,3621.29465850966,9607294.72902612
"740","Indaw","2009",2600,3635.48511403827,9452261.2964995
"741","Indaw","2010",2848,3535.43160329456,10068909.2061829
"742","Indaw","2011",2500,3530.66196999072,8826654.92497679
"743","Indaw","2012",3322,3508.31508576545,11654622.7149128
"744","Indaw","2013",1898,4247.11506201137,8061024.38769757
"745","Indaw","2014",2148,4602.44040492351,9886041.98977569
"746","Indaw","2015",1403,5879.85438221208,8249435.69824355
"747","Indaw","2016",1950,6505.25532254709,12685247.8789668
"748","Indaw","2017",2203,6346.37005946717,13981053.2410062
"749","Ingapu","2001",270,1365.18615728494,368600.262466933
